song_id,filename,language,path
17,english_blues_blues.00017.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00017.wav
18,english_blues_blues.00018.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00018.wav
19,english_blues_blues.00019.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00019.wav
20,english_blues_blues.00020.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00020.wav
21,english_blues_blues.00021.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00021.wav
22,english_blues_blues.00022.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00022.wav
23,english_blues_blues.00023.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00023.wav
24,english_blues_blues.00024.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00024.wav
25,english_blues_blues.00025.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00025.wav
26,english_blues_blues.00026.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00026.wav
27,english_blues_blues.00027.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00027.wav
28,english_blues_blues.00028.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00028.wav
29,english_blues_blues.00029.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00029.wav
30,english_blues_blues.00030.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00030.wav
31,english_blues_blues.00031.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00031.wav
32,english_blues_blues.00032.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00032.wav
33,english_blues_blues.00033.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00033.wav
34,english_blues_blues.00034.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00034.wav
35,english_blues_blues.00035.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00035.wav
36,english_blues_blues.00036.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00036.wav
37,english_blues_blues.00037.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00037.wav
38,english_blues_blues.00038.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00038.wav
39,english_blues_blues.00039.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00039.wav
40,english_blues_blues.00040.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00040.wav
41,english_blues_blues.00041.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00041.wav
42,english_blues_blues.00042.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00042.wav
43,english_blues_blues.00043.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00043.wav
44,english_blues_blues.00044.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00044.wav
45,english_blues_blues.00045.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00045.wav
46,english_blues_blues.00046.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00046.wav
47,english_blues_blues.00047.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00047.wav
48,english_blues_blues.00048.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00048.wav
49,english_blues_blues.00049.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00049.wav
50,english_blues_blues.00050.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00050.wav
51,english_blues_blues.00051.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00051.wav
52,english_blues_blues.00052.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00052.wav
53,english_blues_blues.00053.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00053.wav
54,english_blues_blues.00054.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00054.wav
55,english_blues_blues.00055.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00055.wav
56,english_blues_blues.00056.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00056.wav
57,english_blues_blues.00057.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00057.wav
58,english_blues_blues.00058.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00058.wav
59,english_blues_blues.00059.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00059.wav
60,english_blues_blues.00060.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00060.wav
61,english_blues_blues.00061.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00061.wav
62,english_blues_blues.00062.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00062.wav
63,english_blues_blues.00063.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00063.wav
64,english_blues_blues.00064.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00064.wav
65,english_blues_blues.00065.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00065.wav
66,english_blues_blues.00066.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00066.wav
67,english_blues_blues.00067.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00067.wav
68,english_blues_blues.00068.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00068.wav
69,english_blues_blues.00069.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00069.wav
70,english_blues_blues.00070.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00070.wav
71,english_blues_blues.00071.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00071.wav
72,english_blues_blues.00072.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00072.wav
73,english_blues_blues.00073.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00073.wav
74,english_blues_blues.00074.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00074.wav
75,english_blues_blues.00075.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00075.wav
76,english_blues_blues.00076.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00076.wav
77,english_blues_blues.00077.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00077.wav
78,english_blues_blues.00078.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00078.wav
79,english_blues_blues.00079.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00079.wav
80,english_blues_blues.00080.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00080.wav
81,english_blues_blues.00081.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00081.wav
82,english_blues_blues.00082.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00082.wav
83,english_blues_blues.00083.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00083.wav
84,english_blues_blues.00084.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00084.wav
85,english_blues_blues.00085.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00085.wav
86,english_blues_blues.00086.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00086.wav
87,english_blues_blues.00087.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00087.wav
88,english_blues_blues.00088.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00088.wav
89,english_blues_blues.00089.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00089.wav
90,english_blues_blues.00090.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00090.wav
91,english_blues_blues.00091.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00091.wav
92,english_blues_blues.00092.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00092.wav
93,english_blues_blues.00093.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00093.wav
94,english_blues_blues.00094.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00094.wav
95,english_blues_blues.00095.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00095.wav
96,english_blues_blues.00096.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00096.wav
97,english_blues_blues.00097.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00097.wav
98,english_blues_blues.00098.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00098.wav
99,english_blues_blues.00099.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_blues_blues.00099.wav
100,english_classical_classical.00000.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00000.wav
101,english_classical_classical.00001.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00001.wav
102,english_classical_classical.00002.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00002.wav
103,english_classical_classical.00003.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00003.wav
104,english_classical_classical.00004.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00004.wav
105,english_classical_classical.00005.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00005.wav
106,english_classical_classical.00006.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00006.wav
107,english_classical_classical.00007.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00007.wav
108,english_classical_classical.00008.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00008.wav
109,english_classical_classical.00009.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00009.wav
110,english_classical_classical.00010.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00010.wav
111,english_classical_classical.00011.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00011.wav
112,english_classical_classical.00012.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00012.wav
113,english_classical_classical.00013.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00013.wav
114,english_classical_classical.00014.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00014.wav
115,english_classical_classical.00015.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00015.wav
116,english_classical_classical.00016.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00016.wav
117,english_classical_classical.00017.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00017.wav
118,english_classical_classical.00018.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00018.wav
119,english_classical_classical.00019.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00019.wav
120,english_classical_classical.00020.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00020.wav
121,english_classical_classical.00021.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00021.wav
122,english_classical_classical.00022.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00022.wav
123,english_classical_classical.00023.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00023.wav
124,english_classical_classical.00024.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00024.wav
125,english_classical_classical.00025.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00025.wav
126,english_classical_classical.00026.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00026.wav
127,english_classical_classical.00027.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00027.wav
128,english_classical_classical.00028.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00028.wav
129,english_classical_classical.00029.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00029.wav
130,english_classical_classical.00030.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00030.wav
131,english_classical_classical.00031.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00031.wav
132,english_classical_classical.00032.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00032.wav
133,english_classical_classical.00033.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00033.wav
134,english_classical_classical.00034.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00034.wav
135,english_classical_classical.00035.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00035.wav
136,english_classical_classical.00036.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00036.wav
137,english_classical_classical.00037.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00037.wav
138,english_classical_classical.00038.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00038.wav
139,english_classical_classical.00039.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00039.wav
140,english_classical_classical.00040.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00040.wav
141,english_classical_classical.00041.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00041.wav
142,english_classical_classical.00042.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00042.wav
143,english_classical_classical.00043.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00043.wav
144,english_classical_classical.00044.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00044.wav
145,english_classical_classical.00045.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00045.wav
146,english_classical_classical.00046.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00046.wav
147,english_classical_classical.00047.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00047.wav
148,english_classical_classical.00048.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00048.wav
149,english_classical_classical.00049.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00049.wav
150,english_classical_classical.00050.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00050.wav
151,english_classical_classical.00051.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00051.wav
152,english_classical_classical.00052.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00052.wav
153,english_classical_classical.00053.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00053.wav
154,english_classical_classical.00054.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00054.wav
155,english_classical_classical.00055.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00055.wav
156,english_classical_classical.00056.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00056.wav
157,english_classical_classical.00057.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00057.wav
158,english_classical_classical.00058.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00058.wav
159,english_classical_classical.00059.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00059.wav
160,english_classical_classical.00060.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00060.wav
161,english_classical_classical.00061.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00061.wav
162,english_classical_classical.00062.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00062.wav
163,english_classical_classical.00063.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00063.wav
164,english_classical_classical.00064.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00064.wav
165,english_classical_classical.00065.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00065.wav
166,english_classical_classical.00066.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00066.wav
167,english_classical_classical.00067.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00067.wav
168,english_classical_classical.00068.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00068.wav
169,english_classical_classical.00069.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00069.wav
170,english_classical_classical.00070.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00070.wav
171,english_classical_classical.00071.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00071.wav
172,english_classical_classical.00072.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00072.wav
173,english_classical_classical.00073.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00073.wav
174,english_classical_classical.00074.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00074.wav
175,english_classical_classical.00075.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00075.wav
176,english_classical_classical.00076.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00076.wav
177,english_classical_classical.00077.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00077.wav
178,english_classical_classical.00078.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00078.wav
179,english_classical_classical.00079.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00079.wav
180,english_classical_classical.00080.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00080.wav
181,english_classical_classical.00081.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00081.wav
182,english_classical_classical.00082.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00082.wav
183,english_classical_classical.00083.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00083.wav
184,english_classical_classical.00084.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00084.wav
185,english_classical_classical.00085.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00085.wav
186,english_classical_classical.00086.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00086.wav
187,english_classical_classical.00087.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00087.wav
188,english_classical_classical.00088.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00088.wav
189,english_classical_classical.00089.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00089.wav
190,english_classical_classical.00090.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00090.wav
191,english_classical_classical.00091.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00091.wav
192,english_classical_classical.00092.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00092.wav
193,english_classical_classical.00093.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00093.wav
194,english_classical_classical.00094.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00094.wav
195,english_classical_classical.00095.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00095.wav
196,english_classical_classical.00096.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00096.wav
197,english_classical_classical.00097.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00097.wav
198,english_classical_classical.00098.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00098.wav
199,english_classical_classical.00099.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_classical_classical.00099.wav
200,english_country_country.00000.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00000.wav
201,english_country_country.00001.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00001.wav
202,english_country_country.00002.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00002.wav
203,english_country_country.00003.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00003.wav
204,english_country_country.00004.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00004.wav
205,english_country_country.00005.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00005.wav
206,english_country_country.00006.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00006.wav
207,english_country_country.00007.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00007.wav
208,english_country_country.00008.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00008.wav
209,english_country_country.00009.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00009.wav
210,english_country_country.00010.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00010.wav
211,english_country_country.00011.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00011.wav
212,english_country_country.00012.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00012.wav
213,english_country_country.00013.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00013.wav
214,english_country_country.00014.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00014.wav
215,english_country_country.00015.wav,english,C:\Users\ASUS VivoBook\msc\CSE715\project\data\audio\english\english_country_country.00015.wav
